"rb";"nazivDobavljaca";"nazivPruzatelja";"oib";"adresaPruzatelja";"rbDatumRacuna";"brMedijskihUsluga";"iznosCijeneBezPopusta";"popustPostotak";"placeniIznosPopust";"obveznik_id"
"161";"OMNICOM MEDIA GROUP d.o.o.";"CMC";"26736449727";"Makarska 3, Zagreb";"P-IPON-20/0001 / 23.06.2020";"12";7090.93;70;2659.1;"1403623231"
"162";"OMNICOM MEDIA GROUP d.o.o.";"CMC";"26736449727";"Makarska 3, Zagreb";"P-IPON-20/0001 / 23.06.2020";"12";7090.9;70;2659.09;"1403623231"
"163";"OMNICOM MEDIA GROUP d.o.o.";"HRVATSKA RADIOTELEVIZIJA";"26736449727";"Prisavlje 3, Zagreb";"P-IPON-20/0001 / 23.06.2020";"24";119546.32;50;74716.45;"1403623231"
"164";"OMNICOM MEDIA GROUP d.o.o.";"HRVATSKA RADIOTELEVIZIJA";"26736449727";"Prisavlje 3, Zagreb";"P-IPON-20/0001 / 23.06.2020";"24";119546.32;50;74716.45;"1403623231"
"165";"OMNICOM MEDIA GROUP d.o.o.";"HRVATSKA RADIOTELEVIZIJA";"26736449727";"Prisavlje 3, Zagreb";"P-IPON-20/0001 / 23.06.2020";"24";119546.32;50;74716.45;"1403623231"
"166";"OMNICOM MEDIA GROUP d.o.o.";"HRVATSKA RADIOTELEVIZIJA";"26736449727";"Prisavlje 3, Zagreb";"P-IPON-20/0001 / 23.06.2020";"24";119546.32;50;74716.45;"1403623231"
"167";"OMNICOM MEDIA GROUP d.o.o.";"HRVATSKA RADIOTELEVIZIJA";"26736449727";"Prisavlje 3, Zagreb";"P-IPON-20/0001 / 23.06.2020";"24";119546.32;50;74716.45;"1403623231"
"168";"OMNICOM MEDIA GROUP d.o.o.";"HRVATSKA RADIOTELEVIZIJA";"26736449727";"Prisavlje 3, Zagreb";"P-IPON-20/0001 / 23.06.2020";"24";119546.32;50;74716.45;"1403623231"
"169";"OMNICOM MEDIA GROUP d.o.o.";"HRVATSKA RADIOTELEVIZIJA";"26736449727";"Prisavlje 3, Zagreb";"P-IPON-20/0001 / 23.06.2020";"24";119546.32;50;74716.45;"1403623231"
"170";"OMNICOM MEDIA GROUP d.o.o.";"HRVATSKA RADIOTELEVIZIJA";"26736449727";"Prisavlje 3, Zagreb";"P-IPON-20/0001 / 23.06.2020";"24";119546.32;50;74716.45;"1403623231"
"171";"OMNICOM MEDIA GROUP d.o.o.";"HRVATSKA RADIOTELEVIZIJA";"26736449727";"Prisavlje 3, Zagreb";"P-IPON-20/0001 / 23.06.2020";"24";119546.32;50;74716.45;"1403623231"
"172";"OMNICOM MEDIA GROUP d.o.o.";"HRVATSKA RADIOTELEVIZIJA";"26736449727";"Prisavlje 3, Zagreb";"P-IPON-20/0001 / 23.06.2020";"24";119546.32;50;74716.45;"1403623231"
"173";"OMNICOM MEDIA GROUP d.o.o.";"HRVATSKA RADIOTELEVIZIJA";"26736449727";"Prisavlje 3, Zagreb";"P-IPON-20/0001 / 23.06.2020";"24";119546.24;50;74716.4;"1403623231"
"174";"OMNICOM MEDIA GROUP d.o.o.";"N1 TELEVIZIJA";"26736449727";"Krste Pavletića 1, Zagreb";"P-IPON-20/0001 / 23.06.2020";"24";8561.45;25;8026.36;"1403623231"
"175";"OMNICOM MEDIA GROUP d.o.o.";"N1 TELEVIZIJA";"26736449727";"Krste Pavletića 1, Zagreb";"P-IPON-20/0001 / 23.06.2020";"24";8561.45;25;8026.36;"1403623231"
"176";"OMNICOM MEDIA GROUP d.o.o.";"N1 TELEVIZIJA";"26736449727";"Krste Pavletića 1, Zagreb";"P-IPON-20/0001 / 23.06.2020";"24";8561.45;25;8026.36;"1403623231"
"177";"OMNICOM MEDIA GROUP d.o.o.";"N1 TELEVIZIJA";"26736449727";"Krste Pavletića 1, Zagreb";"P-IPON-20/0001 / 23.06.2020";"24";8561.45;25;8026.36;"1403623231"
"178";"OMNICOM MEDIA GROUP d.o.o.";"N1 TELEVIZIJA";"26736449727";"Krste Pavletića 1, Zagreb";"P-IPON-20/0001 / 23.06.2020";"24";8561.45;25;8026.36;"1403623231"
"179";"OMNICOM MEDIA GROUP d.o.o.";"N1 TELEVIZIJA";"26736449727";"Krste Pavletića 1, Zagreb";"P-IPON-20/0001 / 23.06.2020";"24";8561.45;25;8026.36;"1403623231"
"180";"OMNICOM MEDIA GROUP d.o.o.";"N1 TELEVIZIJA";"26736449727";"Krste Pavletića 1, Zagreb";"P-IPON-20/0001 / 23.06.2020";"24";8561.49;25;8026.4;"1403623231"
"181";"OMNICOM MEDIA GROUP d.o.o.";"N1 TELEVIZIJA";"26736449727";"Krste Pavletića 1, Zagreb";"P-IPON-20/0001 / 23.06.2020";"24";8561.45;25;8026.36;"1403623231"
"182";"OMNICOM MEDIA GROUP d.o.o.";"N1 TELEVIZIJA";"26736449727";"Krste Pavletića 1, Zagreb";"P-IPON-20/0001 / 23.06.2020";"24";8561.45;25;8026.36;"1403623231"
"183";"OMNICOM MEDIA GROUP d.o.o.";"N1 TELEVIZIJA";"26736449727";"Krste Pavletića 1, Zagreb";"P-IPON-20/0001 / 23.06.2020";"24";8561.45;25;8026.36;"1403623231"
"184";"OMNICOM MEDIA GROUP d.o.o.";"N1 TELEVIZIJA";"26736449727";"Krste Pavletića 1, Zagreb";"P-IPON-20/0001 / 23.06.2020";"24";8561.45;25;8026.36;"1403623231"
"185";"OMNICOM MEDIA GROUP d.o.o.";"NOVA TV d.d.";"26736449727";"Remetinečka cesta 139, Zagreb";"P-IPON-20/0001 / 23.06.2020";"6";313745.47;70;117654.55;"1403623231"
"186";"OMNICOM MEDIA GROUP d.o.o.";"NOVA TV d.d.";"26736449727";"Remetinečka cesta 139, Zagreb";"P-IPON-20/0001 / 23.06.2020";"6";313745.47;70;117654.55;"1403623231"
"187";"OMNICOM MEDIA GROUP d.o.o.";"NOVA TV d.d.";"26736449727";"Remetinečka cesta 139, Zagreb";"P-IPON-20/0001 / 23.06.2020";"6";313745.47;70;117654.55;"1403623231"
"188";"OMNICOM MEDIA GROUP d.o.o.";"NOVA TV d.d.";"26736449727";"Remetinečka cesta 139, Zagreb";"P-IPON-20/0001 / 23.06.2020";"6";392181.83;70;117654.55;"1403623231"
"189";"OMNICOM MEDIA GROUP d.o.o.";"NOVA TV d.d.";"26736449727";"Remetinečka cesta 139, Zagreb";"P-IPON-20/0001 / 23.06.2020";"6";313745.47;70;117654.55;"1403623231"
"190";"OMNICOM MEDIA GROUP d.o.o.";"NOVA TV d.d.";"26736449727";"Remetinečka cesta 139, Zagreb";"P-IPON-20/0001 / 23.06.2020";"6";313745.47;70;117654.55;"1403623231"
"191";"OMNICOM MEDIA GROUP d.o.o.";"NOVA TV d.d.";"26736449727";"Remetinečka cesta 139, Zagreb";"P-IPON-20/0001 / 23.06.2020";"6";313745.47;70;117654.55;"1403623231"
"192";"OMNICOM MEDIA GROUP d.o.o.";"NOVA TV d.d.";"26736449727";"Remetinečka cesta 139, Zagreb";"P-IPON-20/0001 / 23.06.2020";"6";313745.47;70;117654.55;"1403623231"
"193";"OMNICOM MEDIA GROUP d.o.o.";"NOVA TV d.d.";"26736449727";"Remetinečka cesta 139, Zagreb";"P-IPON-20/0001 / 23.06.2020";"6";313745.47;70;117654.55;"1403623231"
"194";"OMNICOM MEDIA GROUP d.o.o.";"NOVA TV d.d.";"26736449727";"Remetinečka cesta 139, Zagreb";"P-IPON-20/0001 / 23.06.2020";"6";313745.33;70;117654.5;"1403623231"
"195";"OMNICOM MEDIA GROUP d.o.o.";"NOVA TV d.d.";"26736449727";"Remetinečka cesta 139, Zagreb";"P-IPON-20/0001 / 23.06.2020";"6";313745.47;70;117654.55;"1403623231"
"196";"OMNICOM MEDIA GROUP d.o.o.";"RTL HRVATSKA d.o.o.";"26736449727";"Krapinska 45, Zagreb";"P-IPON-20/0001 / 23.06.2020";"4";219054.53;70;82145.45;"1403623231"
"197";"OMNICOM MEDIA GROUP d.o.o.";"RTL HRVATSKA d.o.o.";"26736449727";"Krapinska 45, Zagreb";"P-IPON-20/0001 / 23.06.2020";"4";219054.53;70;82145.45;"1403623231"
"198";"OMNICOM MEDIA GROUP d.o.o.";"RTL HRVATSKA d.o.o.";"26736449727";"Krapinska 45, Zagreb";"P-IPON-20/0001 / 23.06.2020";"4";219054.53;70;82145.45;"1403623231"
"199";"OMNICOM MEDIA GROUP d.o.o.";"RTL HRVATSKA d.o.o.";"26736449727";"Krapinska 45, Zagreb";"P-IPON-20/0001 / 23.06.2020";"4";219054.53;70;82145.45;"1403623231"
"200";"OMNICOM MEDIA GROUP d.o.o.";"RTL HRVATSKA d.o.o.";"26736449727";"Krapinska 45, Zagreb";"P-IPON-20/0001 / 23.06.2020";"4";219054.53;70;82145.45;"1403623231"
"201";"OMNICOM MEDIA GROUP d.o.o.";"RTL HRVATSKA d.o.o.";"26736449727";"Krapinska 45, Zagreb";"P-IPON-20/0001 / 23.06.2020";"4";219054.53;70;82145.45;"1403623231"
"202";"OMNICOM MEDIA GROUP d.o.o.";"RTL HRVATSKA d.o.o.";"26736449727";"Krapinska 45, Zagreb";"P-IPON-20/0001 / 23.06.2020";"4";219054.53;70;82145.45;"1403623231"
"203";"OMNICOM MEDIA GROUP d.o.o.";"RTL HRVATSKA d.o.o.";"26736449727";"Krapinska 45, Zagreb";"P-IPON-20/0001 / 23.06.2020";"4";219054.53;70;82145.45;"1403623231"
"204";"OMNICOM MEDIA GROUP d.o.o.";"RTL HRVATSKA d.o.o.";"26736449727";"Krapinska 45, Zagreb";"P-IPON-20/0001 / 23.06.2020";"4";273818.16;70;82145.45;"1403623231"
"205";"OMNICOM MEDIA GROUP d.o.o.";"RTL HRVATSKA d.o.o.";"26736449727";"Krapinska 45, Zagreb";"P-IPON-20/0001 / 23.06.2020";"4";219054.53;70;82145.45;"1403623231"
"206";"OMNICOM MEDIA GROUP d.o.o.";"RTL HRVATSKA d.o.o.";"26736449727";"Krapinska 45, Zagreb";"P-IPON-20/0001 / 23.06.2020";"4";219054.67;70;82145.5;"1403623231"
"207";"RADIO RAB d.o.o.";"RADIO RAB d.o.o.";"05797012404";"Biskupska Draga b.b., Rab";"P-021-2020 / 23.06.2020";"200";8160;5;9690;"1403623231"
"208";"RADIO TRSAT d.o.o.";"Laganini FM";"79306459615";"Zvonimirova 20a, Rijeka";"P-25/06/2020 / 23.06.2020";"43";7905;0;9881.25;"1403623231"
"209";"RADIO ZLATAR d.o.o.";"RADIO ZLATAR d.o.o.";"00864421872";"Zagrebačka 3, Zlatar";"159/1/1 / 23.06.2020";"26";2400;0;3000;"1403623231"
"210";"STUDIO M d.o.o.";"Studio radio";"57181612829";"Murska 46, Donji Kraljevec";"P-PN20/00036 / 23.06.2020";"69";5520;13;6003;"1403623231"
"211";"TELE-5 d.o.o.";"Glas grada";"88361916371";"Masarykov put 3c, Dubrovnik";"392-1D26-1 / 23.06.2020";"1";3500;25;3281.25;"1403623231"
"212";"UDRUGA ZA INFORMIRANJE JAVNOSTI POŽEGA PORTAL";"pozega.eu";"23053094273";"Stjepana Radića 14, Požega";"75-1/2020 / 23.06.2020";"1";12500;0;12500;"1403623231"
"213";"VARAŽDINSKE VIJESTI d.d.";"VARAŽDINSKE VIJESTI";"89407840770";"Supilova 7b, Varaždin";"1322/V/1 / 23.06.2020";"1";3000;0;3750;"1403623231"
"214";"ZAGORJE DIGITAL d.o.o.";"zagorje.com";"77955797727";"Ksavera Šandora Đalskog 2, Zabok";"91-01-1 / 23.06.2020";"28";5600;0;7000;"1403623231"
"215";"AMM-ALL MARKET MEDIA d.o.o.";"Antena Zagreb";"92923187236";"Avenija Većeslava Holjevca 29, Zagreb";"2008/001/1 i 2110/001/1 / 24.06.2020";"27";17437.49;5;20707.03;"1403623231"
"216";"CIK Dr. BOŽO MILANOVIĆ d.o.o.";"CIK Dr. BOŽO MILANOVIĆ d.o.o.";"63397242948";"Jurija Dobrile 6, Pazin";"P-2020-0579 / 24.06.2020";"36";8812.5;10;9914.06;"1403623231"
"217";"DUBROVAČKI DNEVNIK j.d.o.o.";"dubrovačkidnevnik.hr";"84019117288";"Kardinala Stepinca 52, Dubrovnik";"p-0076-2020 / 24.06.2020";"1";2400;0;3000;"1403623231"
"218";"DULIST d.o.o.";"DULIST";"51193411049";"Ćira Carića 3, Dubrovnik";"290/1/1 / 24.06.2020";"1";4000;0;5000;"1403623231"
"219";"EUROPA CONSULTATIO d.o.o.";"EUROPA CONSULTATIO d.o.o.-kamenjar.com";"24067874694";"Naselak 16, Zagreb";"P-20 / 24.06.2020";"18182";1818.18;0;1818.18;"1403623231"
"220";"EUROPA CONSULTATIO d.o.o.";"EUROPA CONSULTATIO d.o.o.-kamenjar.com";"24067874694";"Naselak 16, Zagreb";"P-20 / 24.06.2020";"18182";1818.18;0;1818.18;"1403623231"
"221";"EUROPA CONSULTATIO d.o.o.";"EUROPA CONSULTATIO d.o.o.-kamenjar.com";"24067874694";"Naselak 16, Zagreb";"P-20 / 24.06.2020";"18182";1818.18;0;1818.18;"1403623231"
"222";"EUROPA CONSULTATIO d.o.o.";"EUROPA CONSULTATIO d.o.o.-kamenjar.com";"24067874694";"Naselak 16, Zagreb";"P-20 / 24.06.2020";"18182";1818.18;0;1818.18;"1403623231"
"223";"EUROPA CONSULTATIO d.o.o.";"EUROPA CONSULTATIO d.o.o.-kamenjar.com";"24067874694";"Naselak 16, Zagreb";"P-20 / 24.06.2020";"18182";1818.18;0;1818.18;"1403623231"
"224";"EUROPA CONSULTATIO d.o.o.";"EUROPA CONSULTATIO d.o.o.-kamenjar.com";"24067874694";"Naselak 16, Zagreb";"P-20 / 24.06.2020";"18182";1818.18;0;1818.18;"1403623231"
"225";"EUROPA CONSULTATIO d.o.o.";"EUROPA CONSULTATIO d.o.o.-kamenjar.com";"24067874694";"Naselak 16, Zagreb";"P-20 / 24.06.2020";"18182";1818.18;0;1818.18;"1403623231"
"226";"EUROPA CONSULTATIO d.o.o.";"EUROPA CONSULTATIO d.o.o.-kamenjar.com";"24067874694";"Naselak 16, Zagreb";"P-20 / 24.06.2020";"18182";1818.18;0;1818.18;"1403623231"
"227";"EUROPA CONSULTATIO d.o.o.";"EUROPA CONSULTATIO d.o.o.-kamenjar.com";"24067874694";"Naselak 16, Zagreb";"P-20 / 24.06.2020";"18182";1818.18;0;1818.18;"1403623231"
"228";"EUROPA CONSULTATIO d.o.o.";"EUROPA CONSULTATIO d.o.o.-kamenjar.com";"24067874694";"Naselak 16, Zagreb";"P-20 / 24.06.2020";"18182";1818.18;0;1818.18;"1403623231"
"229";"EUROPA CONSULTATIO d.o.o.";"EUROPA CONSULTATIO d.o.o.-kamenjar.com";"24067874694";"Naselak 16, Zagreb";"P-20 / 24.06.2020";"18182";1818.2;0;1818.2;"1403623231"
"230";"EXPRESS AGENCIJA d.o.o.";"EXPRESS AGENCIJA d.o.o.";"58894956548";"Krmpotićeva 5A, Pula";"P-169/2020 / 24.06.2020";"1";500;0;625;"1403623231"
"231";"HANZA MEDIA d.o.o.";"Jutarnji.hr";"79517545745";"Koranska 2, Zagreb";"811-0102-1 / 24.06.2020";"1";25581.82;0;31977.27;"1403623231"
"232";"HANZA MEDIA d.o.o.";"Jutarnji.hr";"79517545745";"Koranska 2, Zagreb";"8118-0102-1 / 24.06.2020";"1";25581.82;0;31977.27;"1403623231"
"233";"HANZA MEDIA d.o.o.";"Jutarnji.hr";"79517545745";"Koranska 2, Zagreb";"8118-0102-1 / 24.06.2020";"1";25581.82;0;31977.27;"1403623231"
"234";"HANZA MEDIA d.o.o.";"Jutarnji.hr";"79517545745";"Koranska 2, Zagreb";"8118-0102-1 / 24.06.2020";"1";25581.82;0;31977.27;"1403623231"
"235";"HANZA MEDIA d.o.o.";"Jutarnji.hr";"79517545745";"Koranska 2, Zagreb";"8118-0102-1 / 24.06.2020";"1";25581.82;0;31977.27;"1403623231"
"236";"HANZA MEDIA d.o.o.";"Jutarnji.hr";"79517545745";"Koranska 2, Zagreb";"8118-0102-1 / 24.06.2020";"1";25581.82;0;31977.27;"1403623231"
"237";"HANZA MEDIA d.o.o.";"Jutarnji.hr";"79517545745";"Koranska 2, Zagreb";"8118-0102-1 / 24.06.2020";"1";25581.82;0;31977.27;"1403623231"
"238";"HANZA MEDIA d.o.o.";"Jutarnji.hr";"79517545745";"Koranska 2, Zagreb";"8118-0102-1 / 24.06.2020";"1";25581.82;0;31977.27;"1403623231"
"239";"HANZA MEDIA d.o.o.";"Jutarnji.hr";"79517545745";"Koranska 2, Zagreb";"8118-0102-1 / 24.06.2020";"1";25581.82;0;31977.27;"1403623231"
"240";"HANZA MEDIA d.o.o.";"Jutarnji.hr";"79517545745";"Koranska 2, Zagreb";"8118-0102-1 / 24.06.2020";"1";25581.82;0;31977.27;"1403623231"
"241";"HANZA MEDIA d.o.o.";"Jutarnji.hr";"79517545745";"Koranska 2, Zagreb";"8118-0102-1 / 24.06.2020";"1";25581.82;0;31977.27;"1403623231"
"242";"HANZA MEDIA d.o.o.";"Slobodna.hr";"79517545745";"Koranska 2, Zagreb";"8118-0102-1 / 24.06.2020";"1";4418.18;0;5522.73;"1403623231"
"243";"HANZA MEDIA d.o.o.";"Slobodna.hr";"79517545745";"Koranska 2, Zagreb";"8118-0102-1 / 24.06.2020";"1";4418.18;0;5522.73;"1403623231"
"244";"HANZA MEDIA d.o.o.";"Slobodna.hr";"79517545745";"Koranska 2, Zagreb";"8118-0102-1 / 24.06.2020";"1";4418.18;0;5522.73;"1403623231"
"245";"HANZA MEDIA d.o.o.";"Slobodna.hr";"79517545745";"Koranska 2, Zagreb";"8118-0102-1 / 24.06.2020";"1";4418.18;0;5522.73;"1403623231"
"246";"HANZA MEDIA d.o.o.";"Slobodna.hr";"79517545745";"Koranska 2, Zagreb";"8118-0102-1 / 24.06.2020";"1";4418.18;0;5522.73;"1403623231"
"247";"HANZA MEDIA d.o.o.";"Slobodna.hr";"79517545745";"Koranska 2, Zagreb";"8118-0102-1 / 24.06.2020";"1";4418.18;0;5522.73;"1403623231"
"248";"HANZA MEDIA d.o.o.";"Slobodna.hr";"79517545745";"Koranska 2, Zagreb";"8118-0102-1 / 24.06.2020";"1";4418.18;0;5522.73;"1403623231"
"249";"HANZA MEDIA d.o.o.";"Slobodna.hr";"79517545745";"Koranska 2, Zagreb";"8118-0102-1 / 24.06.2020";"1";4418.18;0;5522.73;"1403623231"
"250";"HANZA MEDIA d.o.o.";"Slobodna.hr";"79517545745";"Koranska 2, Zagreb";"8118-0102-1 / 24.06.2020";"1";4418.18;0;5522.73;"1403623231"
"251";"HANZA MEDIA d.o.o.";"Slobodna.hr";"79517545745";"Koranska 2, Zagreb";"8118-0102-1 / 24.06.2020";"1";4418.18;0;5522.73;"1403623231"
"252";"HANZA MEDIA d.o.o.";"Slobodna.hr";"79517545745";"Koranska 2, Zagreb";"8118-0102-1 / 24.06.2020";"1";4418.18;0;5522.73;"1403623231"
"253";"ISTARSKI PORTAL d.o.o.";"istarski.hr";"70704729618";"Mate Blažine 4, Labin";"112/1/1 / 24.06.2020";"1";200;0;250;"1403623231"
"254";"LIST MEĐIMURJE d.o.o.";"LIST MEĐIMURJE d.o.o.";"66702054193";"Zrinsko-frankopanska 10, Čakovec";"1419/500/1 / 24.06.2020";"3";13800;0;17250;"1403623231"
"255";"MEDIA 365 j.d.o.o.";"Fiuman.hr";"29098418402";"Kraj 2/C, D. Kraj, Mošćenička Draga";"P-0008-2020 / 24.06.2020";"1";10000;0;10000;"1403623231"
"256";"MEDIA FI d.o.o.";"MEDIA FI";"06285889438";"Zagrebačka 12a, Rovinj";"P-2020-0152 / 24.06.2020";"1";300;0;375;"1403623231"
"257";"MEDIA FI d.o.o.";"MEDIA FI";"06285889438";"Zagrebačka 12a, Rovinj";"P-2020-0155 / 24.06.2020";"20";2400;5;2850;"1403623231"
"258";"NOVI LIST d.d.";"NOVI LIST d.d.";"44110106406";"Zvonimirova 20a, Rijeka";"P-158-086 / 24.06.2020";"128";76122.67;25;71365;"1403623231"
"259";"NOVI LIST d.d.";"NOVI LIST d.d.";"44110106406";"Zvonimirova 20a, Rijeka";"P-51-361 / 24.06.2020";"750";187500;50;117187.5;"1403623231"
"260";"NOVOGRADIŠKA UDRUGA ZA PROMICANJE LOKALNE UPRAVE I SAMOUPRAVE NG PLUS";"radioing.hr";"74424054574";"Cvjetni trg 12d, Nova Gradiška";"p-37 / 24.06.2020";"5";1500;0;1500;"1403623231"
"261";"OTVORENA TELEVIZIJA ZAGREB d.d.";"Jabuka TV";"10379310214";"Ulica grada Vukovara 68, Zagreb";"136-01-91 / 24.06.2020";"50";18000;0;22500;"1403623231"
"262";"PROPULS d.o.o.";"direktno.hr";"12518683193";"Županići 2E, Zagreb";"P-40_0620 / 24.06.2020";"100000";18639.09;81.71;3409.09;"1403623231"
"263";"PROPULS d.o.o.";"direktno.hr";"12518683193";"Županići 2E, Zagreb";"P-40_0620 / 24.06.2020";"100000";15151.5;81.71;3409.09;"1403623231"
"264";"PROPULS d.o.o.";"direktno.hr";"12518683193";"Županići 2E, Zagreb";"P-40_0620 / 24.06.2020";"100000";15151.5;81.71;3409.09;"1403623231"
"265";"PROPULS d.o.o.";"direktno.hr";"12518683193";"Županići 2E, Zagreb";"P-40_0620 / 24.06.2020";"100000";15151.5;81.71;3409.09;"1403623231"
"266";"PROPULS d.o.o.";"direktno.hr";"12518683193";"Županići 2E, Zagreb";"P-40_0620 / 24.06.2020";"100000";15151.56;81.71;3409.1;"1403623231"
"267";"PROPULS d.o.o.";"direktno.hr";"12518683193";"Županići 2E, Zagreb";"P-40_0620 / 24.06.2020";"100000";15151.5;81.71;3409.09;"1403623231"
"268";"PROPULS d.o.o.";"direktno.hr";"12518683193";"Županići 2E, Zagreb";"P-40_0620 / 24.06.2020";"100000";15151.5;81.71;3409.09;"1403623231"
"269";"PROPULS d.o.o.";"direktno.hr";"12518683193";"Županići 2E, Zagreb";"P-40_0620 / 24.06.2020";"100000";15151.5;81.71;3409.09;"1403623231"
"270";"PROPULS d.o.o.";"direktno.hr";"12518683193";"Županići 2E, Zagreb";"P-40-0620 / 24.06.2020";"100000";15151.5;81.71;3409.09;"1403623231"
"271";"PROPULS d.o.o.";"PROPULS d.o.o.";"12518683193";"Županići 2E, Zagreb";"P-40_0620 / 24.06.2020";"100000";15151.5;81.71;3409.09;"1403623231"
"272";"PROPULS d.o.o.";"PROPULS d.o.o.";"12518683193";"Županići 2E, Zagreb";"P-40-0620 / 24.06.2020";"100000";15151.5;81.71;3409.09;"1403623231"
"273";"RADIO KORZO d.o.o.";"RADIO KORZO d.o.o.";"84120276081";"Tratinska 27, Zagreb";"P-40-19-2020 / 24.06.2020";"157";14453;45;9936.44;"1403623231"
"274";"RADIO LABIN d.o.o.";"RADIO LABIN d.o.o.";"76567298947";"Rudarska 3b, Labin";"P-2020-0081 / 24.06.2020";"35";2980;0;3725;"1403623231"
"275";"RADIO ORAHOVICA d.o.o.";"RADIO ORAHOVICA d.o.o.";"95492668128";"Kralja Zvonimira 28, Orahovica";"P-11./2020. / 24.06.2020";"61";3200;0;4000;"1403623231"
"276";"RADIO RAGUSA d.o.o.";"Suondser Ragusa";"89301862181";"Dr. Ante Starčevića 20, Dubrovnik";"p-094-1-2020 / 24.06.2020";"86";13640;15;14492.5;"1403623231"
"277";"TOILETTE d.o.o.";"portaloko.hr";"38956317089";"Ulica kralja Tomislava 1, Dubrovnik";"p-0006-2020 / 24.06.2020";"1";1000;0;1000;"1403623231"
"278";"UDRUGA ZA MEDIJSKU KULTURU, PLURALIZAM I KOMUNIKACIJU PRESS +";"press032.com";"29925686989";"Luja Adamića 6, Vinkovci";"24/1/1 / 24.06.2020";"9";18400;0;18400;"1403623231"
"279";"VEČERNJI LIST d.o.o.";"vecernji.hr / poslovni.hr";"92276133102";"Oreškovićeva 6h/1, Zagreb";"3902-VL-1 / 24.06.2020";"2140,014";24254.54;0;30318.18;"1403623231"
"280";"VEČERNJI LIST d.o.o.";"vecernji.hr / poslovni.hr";"92276133102";"Oreškovićeva 6h/1, Zagreb";"3902-VL-1 / 24.06.2020";"2140,014";24254.54;0;30318.18;"1403623231"
"281";"VEČERNJI LIST d.o.o.";"vecernji.hr / poslovni.hr";"92276133102";"Oreškovićeva 6h/1, Zagreb";"3902-VL-1 / 24.06.2020";"2140,014";24254.54;0;30318.18;"1403623231"
"282";"VEČERNJI LIST d.o.o.";"vecernji.hr / poslovni.hr";"92276133102";"Oreškovićeva 6h/1, Zagreb";"3902-VL-1 / 24.06.2020";"2140,014";24254.54;0;30318.18;"1403623231"
"283";"VEČERNJI LIST d.o.o.";"vecernji.hr / poslovni.hr";"92276133102";"Oreškovićeva 6h/1, Zagreb";"3902-VL-1 / 24.06.2020";"2140,014";24254.54;0;30318.18;"1403623231"
"284";"VEČERNJI LIST d.o.o.";"vecernji.hr / poslovni.hr";"92276133102";"Oreškovićeva 6h/1, Zagreb";"3902-VL-1 / 24.06.2020";"2140,014";24254.54;0;30318.18;"1403623231"
"285";"VEČERNJI LIST d.o.o.";"vecernji.hr / poslovni.hr";"92276133102";"Oreškovićeva 6h/1, Zagreb";"3902-VL-1 / 24.06.2020";"2140,014";24254.54;0;30318.18;"1403623231"
"286";"VEČERNJI LIST d.o.o.";"vecernji.hr / poslovni.hr";"92276133102";"Oreškovićeva 6h/1, Zagreb";"3902-VL-1 / 24.06.2020";"2140,014";24254.54;0;30318.18;"1403623231"
"287";"VEČERNJI LIST d.o.o.";"vecernji.hr / poslovni.hr";"92276133102";"Oreškovićeva 6h/1, Zagreb";"3902-VL-1 / 24.06.2020";"2140,014";24254.54;0;30318.18;"1403623231"
"288";"VEČERNJI LIST d.o.o.";"vecernji.hr / poslovni.hr";"92276133102";"Oreškovićeva 6h/1, Zagreb";"3902-VL-1 / 24.06.2020";"2140,014";24254.54;0;30318.18;"1403623231"
"289";"VEČERNJI LIST d.o.o.";"vecernji.hr / poslovni.hr";"92276133102";"Oreškovićeva 6h/1, Zagreb";"3902-VL-1 / 24.06.2020";"2140,014";24254.56;0;30318.2;"1403623231"
"290";"ALFA d.o.o.";"Alfa radio";"88730888278";"Trg Eugena Kvaternika 7A, Bjelovar";"218/1/1000 / 25.06.2020";"167";16700;28;15030;"1403623231"
"291";"AMM-ALL MARKET MEDIA d.o.o.";"Enter Zagreb";"92923187236";"Avenija Većeslava Holjevca 29, Zagreb";"2018/001/1 i 2109/001/1 / 25.06.2020";"32";8580;5;10188.75;"1403623231"
"292";"AMM-ALL MARKET MEDIA d.o.o.";"Gold FM";"92923187236";"Avenija Većeslava Holjevca 29, Zagreb";"2019/001/1 i 2108/001/1 / 25.06.2020";"32";6600;5;7837.5;"1403623231"
"293";"DIADORA MEDIA d.o.o.";"DIADORA TV";"67146130783";"Put Pudarice 11H, Zadar";"131/1/1 / 25.06.2020";"1";6000;20;6000;"1403623231"
"294";"DIADORA MEDIA d.o.o.";"DIADORA TV";"67146130783";"Put Pudarice 11H, Zadar";"P-5 / 25.06.2020";"1";12000;0;15000;"1403623231"
"295";"FELIX TEAM j.d.o.o.";"Radio Banovina";"95488388026";"Horvatova 97, Velika Gorica";"27/20 / 25.06.2020";"15";1650;0;2062.5;"1403623231"
"296";"HALL j.d.o.o.";"nasice.com";"61521882282";"Trg dr. Franje Tuđmana 3, Našice";"P-28/SP1/1 / 25.06.2020";"1";1100;0;1375;"1403623231"
"297";"HRVATSKA RADIOTELEVIZIJA";"HRVATSKA RADIOTELEVIZIJA-RADIO SPLIT";"68419124305";"Mažuranićevo šetalište 24A, Split";"P-808164-85200-08408 / 25.06.2020";"1";9828;50;6142.5;"1403623231"
